Timestamp,num_ues,IMSI,RNTI,,slicing_enabled,slice_id,slice_prb,power_multiplier,scheduling_policy,,dl_mcs,dl_n_samples,dl_buffer [bytes],tx_brate downlink [Mbps],tx_pkts downlink,tx_errors downlink (%),dl_cqi,,ul_mcs,ul_n_samples,ul_buffer [bytes],rx_brate uplink [Mbps],rx_pkts uplink,rx_errors uplink (%),ul_rssi,ul_sinr,phr,,sum_requested_prbs,sum_granted_prbs,,dl_pmi,dl_ri,ul_n,ul_turbo_iters
1659039026081,1,1010123456007,70,,0,0,0,1,0,,0.209677,124,0,0.193408,37,0,2,,7.89091,55,0,0.108992,16,12.5,0,13.3148,40,,1631,1630,,0,0,0,2.03636
1659039026331,1,1010123456007,70,,0,0,0,1,0,,0.1,116,0,0.168704,34,0,2,,4.82927,41,0,0.11776,12,0,0,9.93216,40,,1520,1526,,0,0,0,1
1659039026581,1,1010123456007,70,,0,0,0,1,0,,0.1,139,9,0.1808,36,0,2,,5.02222,45,0,0.126624,13,0,0,9.80632,40,,1885,1885,,0,0,0,1.33333
1659039026831,1,1010123456007,70,,0,0,0,1,0,,0.1,130,0,0.208736,42,0,2,,5.13333,45,0,0.122784,13,0,0,10.1129,40,,1648,1650,,0,0,0,1.08889
1659039027081,1,1010123456007,70,,0,0,0,1,0,,0.1,126,0,0.183808,38,0,1.83333,,6.7551,49,0,0.127744,14,0,0,12.3585,40,,1647,1644,,0,0,0,1.06122
1659039027331,1,1010123456007,70,,0,0,0,1,0,,0.243478,115,0,0.180064,34,0,2.28571,,5.53659,41,0,0.11904,12,0,0,11.0753,40,,1523,1526,,0,0,0,1.14634
1659039027580,1,1010123456007,70,,0,0,0,1,0,,0.227273,132,0,0.180627,34,0,2,,3.53333,45,0,0.111839,13,0,0,8.30972,40,,1756,1763,,0,0,0,1.13333
1659039027831,1,1010123456007,70,,0,0,0,1,0,,0.1,129,0,0.205792,42,0,1.66667,,5.54717,53,0,0.118432,15,0,0,11.3759,40,,1656,1653,,0,0,0,1.16981
1659039028081,1,1010123456007,70,,0,0,0,1,0,,0.414414,111,0,0.188448,34,0,2.16667,,8.95918,49,0,0.124864,14,0,0,15.283,40,,1491,1498,,0,0,0,1.36735
1659039028330,1,1010123456007,70,,0,0,0,1,0,,0.1,112,0,0.175229,34,0,2.14286,,7.07143,42,0,0.121831,12,0,0,12.8123,40,,1579,1577,,0,0,0,1
1659039028580,1,1010123456007,70,,0,0,0,1,0,,0.983607,122,0,0.185285,31,0,2.5,,5.84444,45,0,0.140241,13,0,0,10.8007,40,,1554,1566,,0,0,0,1.4
1659039028830,1,1010123456007,70,,0,0,0,1,0,,0.306306,111,0,0.212723,37,0,2.16667,,5.23913,46,0,0.131631,13,0,0,10.8184,40,,1475,1480,,0,0,0,1.06522
1659039029080,1,1010123456007,70,,0,0,0,1,0,,0.421053,114,0,0.184964,34,0,2.16667,,5.30435,46,0,0.1,14,28.5714,0,8.04891,40,,1477,1479,,0,0,0,3.34783
1659039029331,1,1010123456007,70,,0,0,0,1,0,,0.1,124,0,0.180608,36,0,1.57143,,0.333333,42,0,0.1,12,0,0,5.25532,40,,1636,1632,,0,0,0,1
1659039029580,1,1010123456007,70,,0,0,0,1,0,,0.1,145,0,0.186699,38,0,1.83333,,0.1,48,0,0.1,14,7.14286,0,2.11888,40,,1881,1883,,0,0,0,2.66667
1659039029830,1,1010123456007,70,,0,0,0,1,0,,0.1,131,0,0.199036,40,0,2,,0.1,46,0,0.1,13,0,0,2.90538,40,,1611,1612,,0,0,0,1.93478
1659039030081,1,1010123456007,70,,0,0,0,1,0,,0.1,130,0,0.191267,39,0,1,,4.41379,58,0,0.1,16,12.5,0,7.75565,40,,1720,1719,,0,0,0,2.58621
1659039030330,1,1010123456007,70,,0,0,0,1,0,,0.1,119,0,0.177446,35,0,1.42857,,0.142857,42,0,0.1,12,0,0,5.07741,40,,1596,1598,,0,0,0,1
1659039030580,1,1010123456007,70,,0,0,0,1,0,,0.1,143,0,0.177799,35,0,1.5,,0.1,45,0,0.1,13,0,0,4.59692,40,,1863,1866,,0,0,0,1
1659039030831,1,1010123456007,70,,0,0,0,1,0,,0.1,131,0,0.209792,42,0,1.83333,,0.1,46,0,0.1,13,0,0,4.37498,40,,1645,1651,,0,0,0,1
1659039031080,1,1010123456007,70,,0,0,0,1,0,,0.1,132,0,0.186892,38,0,1.33333,,2.92727,55,0,0.1,16,12.5,0,6.41066,40,,1659,1666,,0,0,0,2.47273
1659039031331,1,1010123456007,70,,0,0,0,1,0,,0.1,127,0,0.180768,36,0,1.71429,,0.1,42,0,0.1,12,0,0,3.6987,40,,1625,1636,,0,0,0,1
1659039031580,1,1010123456007,70,,0,0,0,1,0,,0.1,136,0,0.177414,35,0,2,,0.1,45,0,0.1,13,0,0,4.08498,40,,1786,1797,,0,0,0,1
1659039031831,1,1010123456007,70,,0,0,0,1,0,,0.1,142,0,0.217696,43,0,1.83333,,0.1,46,0,0.1,13,0,0,4.35273,40,,1789,1789,,0,0,0,1
