Timestamp,num_ues,IMSI,RNTI,,slicing_enabled,slice_id,slice_prb,power_multiplier,scheduling_policy,,dl_mcs,dl_n_samples,dl_buffer [bytes],tx_brate downlink [Mbps],tx_pkts downlink,tx_errors downlink (%),dl_cqi,,ul_mcs,ul_n_samples,ul_buffer [bytes],rx_brate uplink [Mbps],rx_pkts uplink,rx_errors uplink (%),ul_rssi,ul_sinr,phr,,sum_requested_prbs,sum_granted_prbs,,dl_pmi,dl_ri,ul_n,ul_turbo_iters
1658855494772,2,1010123456007,72,,0,0,0,1,0,,1.06667,15,0,0.004704,4,0,0.1,,3.52,75,0,0.1,23,82.6087,0,3.68152,40,,30,36,,0,0,0,8.50667
1658855495022,2,1010123456007,72,,0,0,0,1,0,,0.1,26,0,0.0064,7,0,0.1,,5.50769,65,0,0.1,19,57.8947,0,5.77213,40,,57,63,,0,0,0,6.92308
1658855495272,1,1010123456007,72,,0,0,0,1,0,,0.1,7,0,0.005568,2,0,0.1,,4.86486,37,0,0.1,11,63.6364,0,5.95991,40,,49,51,,0,0,0,7.27027
1658855495522,1,1010123456007,72,,0,0,0,1,0,,0,0,0,0,0,0,7,,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0
1658855495772,1,1010123456007,72,,0,0,0,1,0,,0,0,0,0,0,0,12,,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0
1658855496022,1,1010123456007,72,,0,0,0,1,0,,0,0,0,0,0,0,9.5,,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0
1658855496272,1,1010123456007,72,,0,0,0,1,0,,0,0,0,0,0,0,0.1,,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0
1658855496522,1,1010123456007,72,,0,0,0,1,0,,0,0,0,0,0,0,0.1,,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0
1658855496772,1,1010123456007,72,,0,0,0,1,0,,0,0,0,0,0,0,5.5,,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0
1658855497022,1,1010123456007,72,,0,0,0,1,0,,0,0,0,0,0,0,5,,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0
1658855497272,1,1010123456007,72,,0,0,0,1,0,,0,0,0,0,0,0,5,,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0
